scout,match,robot,team,start_pos,no_show,auto_type,auto_bump,auto_climb,auto_cycles,teleop_trench,teleop_bump,num_cycles,num_cycles_tenths,endgame_climb,climb_less_than_5,inactive_strat,driver_rating,died,solo_shooting,card,comments,problems
MH,60,B2,4472,C,FALSE,3,FALSE,FALSE,1,6,0,4,0,No,FALSE,162,4,FALSE,FALSE,No Card,Purposeful,0
LJ,60,R1,9403,C,FALSE,NA,FALSE,FALSE,1,6,1,0,0,No,FALSE,24,2,FALSE,FALSE,No Card,"Drew multiple frame perimeter fouls on defense, did pretty good at herding",0
JD,60,R3,539,F,FALSE,NA,FALSE,TRUE,0,0,0,2,0,L1,FALSE,6,4,FALSE,FALSE,No Card,"Got stuck on climb for 10 secs, also stuck on bump for a bit",0
RY,60,B1,612,M,FALSE,NA,FALSE,FALSE,10,0,0,2,0,No,FALSE,6,2,FALSE,FALSE,No Card,Wobblingdrive,0
AW,60,B3,10449,F,FALSE,NA,FALSE,FALSE,0,10,0,0,5,No,FALSE,2,3,FALSE,FALSE,No Card,"Almost got beached multiple times, couldn41391t shoot, tried to play defense but didn41391t do it very well?",0
CR,61,R2,4099,F,FALSE,3,TRUE,FALSE,10,4,0,2,6,No,FALSE,62,5,FALSE,FALSE,No Card,Full hopper from auto,0
AW,61,B1,5549,C,FALSE,3,FALSE,FALSE,10,8,0,5,0,No,FALSE,36,5,FALSE,FALSE,No Card,CR,0
BP,61,B3,449,F,FALSE,3,FALSE,FALSE,0,2,1,4,4,No,FALSE,62,4,FALSE,FALSE,No Card,GOATED,0
LJ,61,R1,2028,C,FALSE,2,FALSE,FALSE,2,0,4,2,2,No,FALSE,6,4,FALSE,FALSE,No Card,"Spends time intaking in AZ, doesn41391t fill hopper fully often towards end",0
MC,61,B2,3359,M,FALSE,2,FALSE,FALSE,2,0,0,0,6,No,FALSE,NA,3,TRUE,FALSE,No Card,Died a bit after auto,0
BS,61,R3,5587,M,FALSE,NA,FALSE,FALSE,0,7,1,0,0,No,FALSE,34,4,FALSE,FALSE,No Card,Played good defense,0
MC,62,B2,5338,M,FALSE,2,FALSE,FALSE,4,6,0,3,2,No,FALSE,26,4,FALSE,FALSE,No Card,Good consistency,0
BS,62,R3,2534,C,FALSE,NA,FALSE,FALSE,0,4,0,0,9,No,FALSE,2,1,FALSE,FALSE,No Card,Didn41391t move during auto spent a lot of time shoveling and passing balls to human player,0
CR,62,R2,116,NA,TRUE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,No Card,LJ,0
LJ,62,R1,620,M,FALSE,NA,FALSE,FALSE,0,10,1,1,2,No,FALSE,624,4,FALSE,FALSE,No Card,NA,0
AW,62,B3,1908,C,FALSE,3,FALSE,FALSE,9,2,4,4,5,No,FALSE,36,4,FALSE,FALSE,No Card,"Could do trench but did bump a lot, and the bump slowed them down bc it took them multiple attempts sometimes?",0
BP,62,B1,1731,F,FALSE,3,FALSE,FALSE,5,5,1,3,6,No,FALSE,162,3,FALSE,FALSE,No Card,Spun around randomly,0
CR,63,R2,2963,F,FALSE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,3,TRUE,FALSE,No Card,No hopper,0
MC,63,B2,3136,F,FALSE,3,FALSE,FALSE,10,4,0,4,6,No,FALSE,26,4,FALSE,FALSE,No Card,"Pretty accurate shooter, whole intake comes in to push balls to shooter",0
BP,63,B1,3373,M,FALSE,NA,FALSE,FALSE,0,0,0,2,6,No,FALSE,6,2,FALSE,FALSE,No Card,Took a long time to line up shots,0
LJ,63,R1,1885,C,FALSE,NA,FALSE,FALSE,0,6,0,0,3,No,FALSE,2,4,TRUE,TRUE,No Card,"Died with about 40 seconds left in match, plays like lawnmower, herding then shooting while intaking in AZ. Non existent hopper",0
BS,63,R3,2988,M,FALSE,NA,FALSE,FALSE,5,6,2,2,0,No,FALSE,6,3,FALSE,FALSE,No Card,NA,0
AW,63,B3,2186,C,FALSE,NA,FALSE,FALSE,5,6,0,2,0,No,FALSE,2,3,FALSE,FALSE,No Card,"Their intake is wobbly and slow, but they can shoot pretty well. They also gave balls to the human players multiple times",0
BP,64,B1,2377,C,FALSE,NA,FALSE,FALSE,4,7,0,2,5,No,FALSE,NA,3,FALSE,TRUE,No Card,Good defense but got failed bump,0
MC,64,B2,9403,M,FALSE,NA,FALSE,FALSE,0,6,0,0,0,No,FALSE,2,3,FALSE,FALSE,No Card,"I think their swerve had issues, shooter and intake also probably had problems",0
CR,64,R2,539,M,FALSE,NA,FALSE,FALSE,4,0,6,2,5,L1,TRUE,26,5,FALSE,FALSE,No Card,"Tried to climb in auto, alignment was off",0
AW,64,B3,526,F,FALSE,3,FALSE,FALSE,5,9,1,3,0,No,FALSE,32,4,FALSE,FALSE,No Card,Pushed a lot of balls,0
LJ,64,R1,8230,F,FALSE,3,FALSE,FALSE,0,4,2,0,0,No,FALSE,324,3,FALSE,FALSE,No Card,"Hit a stop immediately, very hard to push, retracted intake immediately throughout match",0
BS,64,R3,2363,C,FALSE,3,FALSE,FALSE,0,6,1,2,0,No,FALSE,23,3,FALSE,FALSE,No Card,NA,0
CR,65,R2,10449,M,FALSE,NA,FALSE,FALSE,0,6,0,0,2,No,FALSE,2,4,FALSE,FALSE,No Card,"Slow shooter, bulldozed effectively, did not intake",0
AW,65,B3,611,F,FALSE,3,TRUE,FALSE,2,0,6,0,1,No,FALSE,2,3,FALSE,FALSE,No Card,"Their intake was not really working, but they managed to move balls to their zone and passed a lot to the human players",0
BP,65,B1,2377,C,FALSE,2,FALSE,FALSE,0,0,1,0,3,No,FALSE,26,2,FALSE,FALSE,No Card,Good defense but got failed bump,0
LJ,65,B2,2890,NA,FALSE,2,FALSE,TRUE,5,0,4,1,8,L1,TRUE,6,4,FALSE,TRUE,No Card,"Very slow intake, very consistent shooting, very very fast climb and dismount?",0
NS,65,R1,3258,NA,FALSE,NA,FALSE,FALSE,10,0,4,2,5,No,FALSE,6,2,FALSE,TRUE,No Card,"Tank drive, very slow moving, stuck on ball",0
BS,65,R3,8326,M,FALSE,NA,FALSE,FALSE,0,0,6,2,0,No,FALSE,12,1,FALSE,FALSE,No Card,NA,0
MC,66,B2,1793,M,FALSE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,2,FALSE,FALSE,No Card,Kind of browned out of problems with swerve. Driver rating 2 since they blocked one of the trenches for a long time,0
CR,66,R2,6882,M,FALSE,NA,FALSE,FALSE,4,0,0,0,4,No,FALSE,NA,2,FALSE,FALSE,No Card,"Can41391t bump or trench, struggles with depot",0
LJ,66,R1,5353,F,FALSE,3,FALSE,FALSE,10,6,1,3,6,No,FALSE,26,5,FALSE,TRUE,No Card,"Very fast, very good at herding along walls, also pushed fuel to human players multiple times. Auto fires preloaded before going to NZ",0
AW,66,B3,4472,C,FALSE,3,FALSE,FALSE,7,6,0,4,0,No,FALSE,1,3,FALSE,FALSE,No Card,"Broke their shooter while going under trench, switched to passing to the human players through their intake",0
BS,66,R3,4638,M,FALSE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,3,TRUE,FALSE,No Card,NA,0
BP,66,B1,1895,NA,FALSE,NA,FALSE,FALSE,2,5,3,2,6,No,FALSE,26,2,FALSE,TRUE,No Card,NA,0
MC,67,B2,612,M,FALSE,2,FALSE,FALSE,5,0,4,2,5,No,FALSE,456,4,FALSE,FALSE,No Card,Bot is kinda wobbly,0
CR,67,R2,5243,NA,FALSE,NA,FALSE,FALSE,4,1,5,2,8,L1,FALSE,26,3,FALSE,FALSE,No Card,Very slow shooter,0
BP,67,B1,9072,C,FALSE,3,FALSE,FALSE,12,5,1,4,7,No,FALSE,126,4,FALSE,TRUE,No Card,"Great fire rate, accuracy down from previous matches",0
BS,67,R3,122,C,FALSE,NA,FALSE,FALSE,0,1,2,1,0,No,FALSE,34,4,FALSE,FALSE,No Card,Played good defense but got a penalty?,0
LJ,67,R1,620,M,FALSE,NA,FALSE,FALSE,3,4,2,1,5,No,FALSE,26,2,FALSE,FALSE,No Card,"Slow intake, driver was indecisive. Struggled to shoot",0
AW,67,B3,2028,F,FALSE,2,FALSE,FALSE,8,0,2,1,7,No,FALSE,6,2,FALSE,FALSE,No Card,Bad at doing bump. Almost got beached a few times,0
MC,68,B2,4099,C,FALSE,NA,FALSE,FALSE,10,8,0,4,6,L1,FALSE,256,1,FALSE,FALSE,No Card,Pretty consistent shooting,0
AW,68,B3,539,M,FALSE,NA,FALSE,FALSE,0,0,6,2,6,L1,TRUE,6,3,FALSE,FALSE,No Card,Failed auto climb. Got beached for a little while before being freed by 4099,0
LJ,68,R1,3373,F,FALSE,NA,FALSE,FALSE,0,0,0,2,6,No,FALSE,6,4,FALSE,FALSE,No Card,"Very focused on intaking in AZ, received herds from partner to fill hopper. Consistent shooting",0
BP,68,B1,1731,F,FALSE,NA,FALSE,FALSE,1,2,0,3,7,No,FALSE,16,3,FALSE,TRUE,No Card,Some indexing problems; couldn41391t empty hopper,0
BS,68,R3,116,C,FALSE,NA,FALSE,FALSE,0,0,1,0,0,No,FALSE,NA,3,TRUE,FALSE,No Card,NA,0
CR,68,R2,2363,C,FALSE,3,FALSE,FALSE,4,5,1,0,0,No,FALSE,2,4,FALSE,FALSE,No Card,"Can41391t intake, bulldozed entire game",0
MC,69,B2,2988,M,FALSE,2,FALSE,FALSE,3,6,0,3,5,No,FALSE,6,4,FALSE,FALSE,No Card,Shooter shoots a bit slow,0
CR,69,R2,2890,C,FALSE,2,FALSE,TRUE,6,0,2,1,3,L1,FALSE,2,4,FALSE,FALSE,No Card,Had trouble intaking,0
AW,69,B3,8326,F,FALSE,NA,FALSE,FALSE,3,0,2,1,0,No,FALSE,NA,3,TRUE,FALSE,No Card,Got rammed into almost immediately in teleop. They were dead a lot of the match,0
BP,69,B1,5549,C,FALSE,3,FALSE,FALSE,8,6,0,3,5,No,FALSE,26,3,FALSE,TRUE,No Card,Great accuracy; saw none miss,0
LJ,69,R1,2963,NA,TRUE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,No Card,NA,0
BS,69,R3,3359,F,FALSE,NA,FALSE,FALSE,0,1,1,1,2,No,FALSE,2,1,FALSE,FALSE,No Card,NA,0
AW,70,B3,2186,C,FALSE,NA,FALSE,FALSE,5,8,0,0,0,No,FALSE,2,2,FALSE,FALSE,No Card,"Broken intake. Eventually tried to bulldoze, but was not very efficient?",0
AM,70,B1,449,F,FALSE,3,FALSE,FALSE,0,10,2,5,8,No,FALSE,26,5,FALSE,FALSE,No Card,Too good,0
MC,70,B2,4638,M,FALSE,NA,FALSE,TRUE,0,8,0,1,0,No,FALSE,2,3,FALSE,FALSE,No Card,Fed to outpost?,0
CR,70,R2,2068,F,FALSE,NA,FALSE,FALSE,3,4,0,0,3,No,FALSE,2,4,FALSE,FALSE,No Card,"Couldn41391t intake, bulldozed over bump",0
BS,70,R3,9403,M,FALSE,NA,FALSE,FALSE,0,2,0,0,0,No,FALSE,NA,3,FALSE,FALSE,No Card,Part of hopper broke off halfway through the math,0
LJ,70,R1,2534,C,FALSE,NA,FALSE,FALSE,0,4,0,0,0,No,FALSE,NA,3,TRUE,FALSE,No Card,"Focused on herding, died about a minute left. Struggled to herd big clumps?",0
MC,71,B2,611,NA,FALSE,3,TRUE,FALSE,0,0,8,2,0,No,FALSE,NA,3,FALSE,TRUE,No Card,Bump auto did not end well. Intake faulty,0
AM,71,B1,5587,F,FALSE,NA,FALSE,FALSE,0,3,3,4,4,No,FALSE,6,3,FALSE,FALSE,No Card,Small hopper,0
CR,71,R2,5353,C,FALSE,3,FALSE,FALSE,9,6,0,2,7,No,FALSE,26,3,FALSE,FALSE,No Card,NA,0
BS,71,R3,3258,F,FALSE,NA,FALSE,FALSE,3,0,5,2,3,No,FALSE,6,4,FALSE,FALSE,No Card,Passed to human player a lot?,0
AW,71,B3,1793,C,FALSE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,TRUE,FALSE,No Card,"Did not really move, just rotated on their starting spot right in front of a trench until an alliance member shoved them out of the way",0
MH,71,R1,1885,M,FALSE,NA,FALSE,FALSE,3,9,0,1,3,No,FALSE,21,3,FALSE,FALSE,No Card,"herded excessively, intake bad",0
CR,72,R2,122,F,FALSE,NA,FALSE,FALSE,4,1,0,0,0,No,FALSE,5,3,TRUE,FALSE,No Card,NA,0
AM,72,B1,5243,C,FALSE,NA,FALSE,FALSE,10,4,2,3,9,L1,TRUE,26,4,FALSE,FALSE,No Card,NA,0
MC,72,B2,1895,M,FALSE,NA,FALSE,FALSE,10,7,1,3,0,No,FALSE,62,3,FALSE,FALSE,No Card,NA,0
AC,72,B3,5243,F,FALSE,3,FALSE,FALSE,2,2,2,2,5,L1,TRUE,26,2,FALSE,FALSE,No Card,Very innacurate,0
BS,72,R3,5338,C,FALSE,NA,FALSE,FALSE,4,2,0,5,1,No,FALSE,6,1,FALSE,FALSE,No Card,Carried their team,0
LJ,72,R1,4472,F,FALSE,NA,FALSE,FALSE,2,4,0,1,6,No,FALSE,16,3,FALSE,TRUE,No Card,"Timing was a bit off so struggled to start active period with full hopper. Shooting was accurate, intake was a bit slow.",0
AM,73,B1,2377,C,FALSE,1,FALSE,FALSE,0,4,0,4,7,No,FALSE,26,3,FALSE,FALSE,No Card,Turret. Auto aim I think.?,0
CR,73,R2,8230,M,FALSE,NA,FALSE,FALSE,0,0,9,1,6,No,FALSE,264,5,FALSE,FALSE,No Card,Extremely effective bulldozing,0
LJ,73,R1,3136,C,FALSE,3,FALSE,FALSE,3,4,0,3,8,No,FALSE,26,4,FALSE,TRUE,No Card,"Pretty good time management, lots of cycles, started active periods with full hoppers and fuel in AZ. A lot of shots seemed to miss tho",0
MC,73,B2,6882,M,FALSE,NA,FALSE,FALSE,10,2,2,2,0,No,FALSE,6,3,FALSE,FALSE,No Card,Tank drive. Basically stayed in alliance zone the whole time. Intake is lowk fried.,0
BS,73,R3,9072,F,FALSE,3,FALSE,FALSE,7,5,0,5,2,No,FALSE,1,4,FALSE,FALSE,No Card,Same as usual for 9072,0
AC,73,B3,2377,M,FALSE,1,FALSE,FALSE,10,3,0,3,6,No,FALSE,256,3,FALSE,FALSE,No Card,Missed a whole hopper of balls next to hub,0
AM,74,B1,1908,C,FALSE,3,FALSE,FALSE,8,2,0,0,6,No,FALSE,26,4,FALSE,FALSE,No Card,NA,0
CR,74,R2,2363,C,FALSE,2,FALSE,FALSE,0,5,0,0,0,No,FALSE,2,3,FALSE,FALSE,No Card,Bulldozed in auto,0
AC,74,B3,1908,C,FALSE,3,FALSE,FALSE,10,2,0,0,3,No,FALSE,6,2,TRUE,FALSE,No Card,"Died then moved a little, lowkey tried to shoot when hub inactive?",0
LJ,74,R1,526,M,FALSE,NA,FALSE,FALSE,1,7,1,2,8,No,FALSE,26,4,FALSE,TRUE,No Card,"Intake worked pretty well, good at herding and moved very quickly between AZ and NZ",0
BP,74,B2,8326,F,FALSE,NA,FALSE,FALSE,2,0,2,0,0,No,FALSE,4,1,FALSE,FALSE,No Card,"Intake didn41391t deploy, defense wasn41391t great",0
BS,74,R3,5549,F,FALSE,3,FALSE,FALSE,5,2,0,3,2,No,FALSE,2,4,FALSE,FALSE,No Card,Played well against 8326 defense?,0
AM,75,B2,1793,M,TRUE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,No Card,NA,0
AM,75,B1,1731,F,FALSE,3,FALSE,FALSE,11,8,0,3,3,No,FALSE,NA,5,TRUE,FALSE,No Card,Double turret,0
BP,75,B3,449,C,FALSE,NA,FALSE,FALSE,0,6,0,4,6,No,FALSE,NA,5,FALSE,TRUE,No Card,Got a lot of shots,0
