"","event","EPA_mse","key","pct_imp","lambda_opt","pridge_mse","rows"
"133","2016inwla",283.986740131579,"2016inwla",6.48458540718413,2.86286286286286,237.341046270371,133
"134","2016ista",362.032435789474,"2016ista",12.6042523765357,3.1031031031031,278.453778599003,134
"135","2016lake",316.865052659574,"2016lake",18.1749131734893,10.5705705705706,302.210085609113,135
"136","2016mabos",316.0650975,"2016mabos",14.6406087052993,8.62862862862863,268.524706422367,136
"137","2016manda",281.5058953125,"2016manda",14.7505445836248,11.6116116116116,262.646192038632,137
"138","2016marea",269.901798717949,"2016marea",8.61260669984989,4.3043043043043,234.630527758264,138
"139","2016mawor",239.42686625,"2016mawor",8.31786276848158,3.84384384384384,203.344928979773,139
"140","2016mdbet",275.11809,"2016mdbet",14.0979938144665,5.50550550550551,256.120269895467,140
"141","2016mdblr",273.956268382353,"2016mdblr",11.4092914975107,6.82682682682683,263.619454555247,141
"142","2016mdedg",231.486061538462,"2016mdedg",10.350095176734,5.34534534534535,187.594087698758,142
"143","2016melew",304.539186875,"2016melew",9.3938692872864,4.56456456456456,225.899837269617,143
"144","2016miann",321.405878125,"2016miann",10.5869304171073,5.74574574574575,250.707952094835,144
"145","2016mibro",287.53266125,"2016mibro",13.2778295514581,7.46746746746747,245.119828463144,145
"146","2016micen",369.999794375,"2016micen",7.02365128197679,3.18318318318318,285.46606755081,146
"147","2016miesc",242.43570875,"2016miesc",10.2414508495459,5.46546546546547,227.868718460127,147
"148","2016mihow",278.7479275,"2016mihow",11.4316795845704,6.08608608608609,232.523713719003,148
"149","2016mike2",291.324495731707,"2016mike2",7.22751745521296,3.28328328328328,245.144570807004,149
"150","2016miken",283.986534375,"2016miken",11.4365727111749,5.88588588588589,234.405548387611,150
"151","2016miket",236.32835375,"2016miket",9.58239839941696,5.12512512512513,241.946345218523,151
"152","2016milak",321.60437875,"2016milak",13.5755270426911,9.10910910910911,343.821674202578,152
"153","2016milan",316.304388125,"2016milan",13.6315644969462,8.00800800800801,278.005520852108,153
"154","2016miliv",279.962279375,"2016miliv",8.6699518770709,4.3043043043043,240.695820112928,154
"155","2016milsu",226.778320121951,"2016milsu",9.41364946369044,4.78478478478478,191.165979004151,155
"156","2016mimar",251.083325625,"2016mimar",12.3425403955329,6.94694694694695,222.546634008263,156
"157","2016mimid",238.49237,"2016mimid",8.8362579546883,4.12412412412412,176.989608665946,157
"158","2016misjo",300.835818902439,"2016misjo",11.046511989388,6.20620620620621,288.179418108593,158
"159","2016misou",331.623791025641,"2016misou",9.34653893236541,5.02502502502503,279.698181230875,159
"160","2016mista",352.808080625,"2016mista",11.904572603643,7.20720720720721,336.02998135451,160
"161","2016mitry",342.721839102564,"2016mitry",12.1994629600774,6.68668668668669,280.360021930361,161
"162","2016mitvc",227.5823,"2016mitvc",12.0883477567536,6.84684684684685,197.119602538077,162
"163","2016miwat",358.263184615385,"2016miwat",10.7983843515114,6.18618618618619,315.307909094969,163
"164","2016miwmi",274.175738414634,"2016miwmi",6.5545226971672,2.86286286286286,204.249719196541,164
"165","2016mndu",337.184956547619,"2016mndu",22.5885060463693,5.72572572572573,334.471814168419,165
"166","2016mndu2",371.33247875,"2016mndu2",15.9311748043535,2.76276276276276,267.315676918632,166
"167","2016mnmi",324.104710714286,"2016mnmi",14.6227211344697,2.5025025025025,238.379408819243,167
"168","2016mnmi2",329.227899375,"2016mnmi2",16.7151294613866,3.06306306306306,238.695882845798,168
"169","2016mokc",313.546134343434,"2016mokc",18.5108489871347,8.14814814814815,321.414036358829,169
"170","2016mosl",346.15326097561,"2016mosl",14.3112340596554,5.74574574574575,328.863999609051,170
"171","2016mxmc",264.945748876404,"2016mxmc",16.8084790119844,8.60860860860861,246.040544739222,171
"172","2016ncash",276.592761458333,"2016ncash",13.7286438128738,8.14814814814815,248.652502842346,172
"173","2016ncbui",328.56967578125,"2016ncbui",12.4196312288367,6.96696696696697,274.675107325071,173
"174","2016ncmcl",295.455450833333,"2016ncmcl",9.90039672612462,5.04504504504505,266.976805196396,174
"175","2016ncral",272.10830546875,"2016ncral",8.85689457986501,4.54454454454454,243.30316233856,175
"176","2016nhdur",297.222619375,"2016nhdur",14.3258240410331,8.76876876876877,257.196726452997,176
"177","2016nhgrs",254.02720625,"2016nhgrs",7.28062170248312,3.2032032032032,213.201422972634,177
"178","2016njbri",392.35554054054,"2016njbri",10.3112694670648,5.14514514514515,325.230223952618,178
"179","2016njfla",344.439655769231,"2016njfla",5.82188981873966,2.54254254254254,269.341815944374,179
"180","2016njski",290.375071052632,"2016njski",15.5418139980049,10.4904904904905,252.095966020927,180
"181","2016njtab",368.052683552632,"2016njtab",11.8854402357631,7.44744744744745,331.021234001874,181
"182","2016nvlv",336.247593888889,"2016nvlv",10.8500953871446,4.2042042042042,274.446890697119,182
"183","2016nyli",418.647604117647,"2016nyli",11.7126608752999,3.66366366366366,313.287872316362,183
"184","2016nyny",420.08733125,"2016nyny",27.5108023329408,13.4934934934935,403.176151414669,184
"185","2016nyro",331.515782926829,"2016nyro",16.7017485372592,6.66666666666667,289.232872074494,185
"186","2016nytr",327.164321527778,"2016nytr",8.78060035528508,4.64464464464464,304.280102946994,186
"187","2016ohci",400.138534042553,"2016ohci",10.8007392232593,3.34334334334334,312.73161912625,187
"188","2016ohcl",337.044533333333,"2016ohcl",14.824418286136,4.42442442442442,300.723324685628,188
"189","2016okok",349.596210869565,"2016okok",16.6279443965874,5.18518518518519,316.196565449829,189
"190","2016onnb",355.11145859375,"2016onnb",7.73339899783943,3.4034034034034,243.796777288892,190
"191","2016onto",334.907627439024,"2016onto",12.1995155374488,4.08408408408408,273.399623368084,191
"192","2016onto2",343.63108115942,"2016onto2",11.3895166991344,3.98398398398398,285.609833013033,192
"193","2016onwa",367.575727692308,"2016onwa",5.78692096787424,3.02302302302302,249.83517974494,193
"194","2016onwi",444.202247435897,"2016onwi",14.9059294013984,4.2042042042042,370.445381392169,194
"195","2016orore",379.88845078125,"2016orore",5.68528324102548,2.4024024024024,228.063217113803,195
"196","2016orphi",267.720495,"2016orphi",10.6592263858203,6.20620620620621,235.009069140463,196
"197","2016orwil",324.975359722222,"2016orwil",11.4215736475234,7.04704704704705,315.693156879518,197
"198","2016paca",246.725249425287,"2016paca",10.5506411361064,3.2032032032032,217.445014868602,198
"199","2016pahat",308.585662837838,"2016pahat",6.88173209022735,3.12312312312312,255.641460575983,199
"200","2016paphi",317.292265322581,"2016paphi",11.3044972102693,6.42642642642643,303.9190041103,200
"201","2016pawch",296.841280405405,"2016pawch",7.13286703246262,3.12312312312312,201.759561309612,201
"202","2016qcmo",369.633376666667,"2016qcmo",15.0519928379511,4.48448448448448,299.426678654722,202
"203","2016ripro",310.507602083333,"2016ripro",13.8700383630109,8.00800800800801,265.773549883593,203
"204","2016scmb",329.605286627907,"2016scmb",16.8293585046846,3.94394394394394,293.18598106514,204
"205","2016tnkn",311.125031707317,"2016tnkn",12.9549760285978,4.38438438438438,270.768082915155,205
"206","2016txda",379.627451265823,"2016txda",10.320360785149,4.36436436436436,324.060710721196,206
"207","2016txho",355.439615909091,"2016txho",29.7798583948272,11.011011011011,338.689509576975,207
"208","2016txlu",314.339672297297,"2016txlu",10.9093108359351,4.56456456456456,263.329181989011,208
"209","2016txsa",376.966935227273,"2016txsa",19.8284427061614,4.74474474474474,334.286338609595,209
"210","2016utwv",340.685378472222,"2016utwv",6.74652908720654,2.92292292292292,253.9712288466,210
"211","2016vabla",345.471327205882,"2016vabla",10.5238006885697,5.60560560560561,322.702600556976,211
"212","2016vados",294.593980263158,"2016vados",19.153279928647,15.1151151151151,305.765575435589,212
"213","2016vahay",272.585132692308,"2016vahay",14.3970530455791,12.032032032032,271.602855196906,213
"214","2016vapor",266.541113571429,"2016vapor",9.0567385418954,4.58458458458458,229.443126044461,214
"215","2016waahs",249.247385416667,"2016waahs",13.5680360323055,7.90790790790791,227.513627170358,215
"216","2016waamv",319.527108974359,"2016waamv",8.85188318652088,4.66466466466466,292.09556848994,216
"217","2016waell",203.431878205128,"2016waell",13.301056675464,7.90790790790791,193.449544001825,217
"218","2016wamou",213.700947857143,"2016wamou",10.6670975945908,5.28528528528529,160.451095630559,218
"219","2016wasno",284.112921052632,"2016wasno",13.2592211068502,8.62862862862863,266.607616701841,219
"220","2016waspo",347.525528676471,"2016waspo",9.10633377950493,4.62462462462462,311.311418525487,220
"221","2016wimi",317.004679775281,"2016wimi",14.5789679409634,5.14514514514515,276.353114734805,221
"222","2017abca",3061.93586736111,"2017abca",15.3312473124885,3.96396396396396,2436.88530007551,222
"223","2017alhu",3047.14278452381,"2017alhu",17.2385075187144,7.52752752752753,2658.05449940949,223
"224","2017arli",3529.43631363636,"2017arli",25.1358212728541,12.6126126126126,3290.26134531897,224
"225","2017ausc",3516.55461785714,"2017ausc",9.90953855910647,4.82482482482482,3136.17201030543,225
"226","2017ausp",2516.26867222222,"2017ausp",8.68923199184473,3.4034034034034,2121.69881660305,226
"227","2017azfl",3184.44127102273,"2017azfl",15.8704963442569,8.96896896896897,3085.61418534973,227
"228","2017azpx",3030.04633636364,"2017azpx",9.42197716632748,3.52352352352352,2246.61427676486,228
"229","2017cada",4484.00370833333,"2017cada",20.7156838885019,6.72672672672673,3953.71106622169,229
"230","2017cair",4113.51282988506,"2017cair",14.1440411599113,4.78478478478478,3245.60607061689,230
"231","2017calb",2623.66527944444,"2017calb",24.9997450558168,11.9319319319319,2541.3780273447,231
"232","2017cama",3486.00915,"2017cama",20.9320335354836,10.1301301301301,3491.26977272554,232
"233","2017casd",3444.06036590909,"2017casd",30.3775734922654,14.6146146146146,3252.92609139231,233
"234","2017casf",3611.46642753623,"2017casf",9.73485868753228,3.36336336336336,2835.89316727766,234
"235","2017casj",4249.48077277778,"2017casj",18.2557161415942,5.12512512512513,3340.73415688667,235
"236","2017cave",3707.40820714286,"2017cave",13.2637105282337,6.38638638638639,3267.65732235592,236
"237","2017code",3691.27171534091,"2017code",10.683343061876,4.3043043043043,2952.43219491836,237
"238","2017cthar",3526.29305833333,"2017cthar",11.9367266870591,6.28628628628629,2969.90460380502,238
"239","2017ctwat",3515.52142402597,"2017ctwat",13.2198606351974,6.52652652652653,2977.82864022347,239
"240","2017flor",3554.84685357143,"2017flor",24.8865476670334,7.30730730730731,3449.58873480103,240
"241","2017flwp",3605.67792468354,"2017flwp",20.8126236549651,16.2362362362362,3661.99187323486,241
"242","2017gaalb",2864.34264609375,"2017gaalb",10.4736159679624,5.54554554554555,2343.11594441616,242
"243","2017gacol",3072.80145,"2017gacol",11.0221222945925,6.38638638638639,2749.35518765758,243
"244","2017gadal",3015.47979846154,"2017gadal",11.8784606711825,6.20620620620621,2795.12096257981,244
"245","2017gagai",2720.74526076923,"2017gagai",13.2878442667199,5.04504504504505,2418.77614147786,245
"246","2017gush",2657.2659615942,"2017gush",11.1299095413428,4.38438438438438,2228.39252333743,246
"247","2017hiho",3799.45892352941,"2017hiho",12.0991978774563,5.86586586586587,3414.15791593874,247
"248","2017iacf",3422.32954691358,"2017iacf",20.4269949664373,6.64664664664665,2896.33381205273,248
"249","2017idbo",3319.45150714286,"2017idbo",13.7241338852861,7.88788788788789,3018.72497934524,249
"250","2017ilch",3748.19694875,"2017ilch",23.6407746436183,8.48848848848849,3228.34795524548,250
"251","2017ilpe",3083.63028134328,"2017ilpe",17.9479618570135,9.46946946946947,2978.92433424947,251
"252","2017inmis",3432.85616838235,"2017inmis",11.4149173318013,6.62662662662663,3087.21745782432,252
"253","2017inpmh",2844.92486621622,"2017inpmh",11.1411236042224,5.84584584584585,2397.28463774074,253
"254","2017inwla",4113.13457105263,"2017inwla",18.2498738243164,19.2792792792793,4072.9241705327,254
"255","2017isde1",2884.7929220339,"2017isde1",15.9635338077285,7.12712712712713,2686.87542251281,255
"256","2017isde2",3023.57376538462,"2017isde2",15.7419103156432,7.40740740740741,2706.8411931092,256
"257","2017isde3",3890.93993983051,"2017isde3",12.7488060635329,4.76476476476476,3161.24522036781,257
"258","2017isde4",3517.03827555556,"2017isde4",13.9546563369574,5.22522522522523,2895.77807307569,258
"259","2017lake",2865.689789375,"2017lake",25.9715392792167,7.02702702702703,2487.33785695551,259
"260","2017mabos",3131.70842096774,"2017mabos",10.1140666610415,5.30530530530531,2608.68640589529,260
"261","2017mabri",3449.48924166667,"2017mabri",6.23641834730326,2.78278278278278,2584.7939260051,261
"262","2017marea",3597.3542275,"2017marea",11.2413072742994,6.54654654654655,3254.76269608897,262
"263","2017mawor",3853.441810625,"2017mawor",13.7702029300239,9.54954954954955,3682.45463506575,263
"264","2017mdbet",3487.31317820513,"2017mdbet",9.43768482397153,4.92492492492492,3066.54321909223,264
"265","2017mdedg",3470.058364375,"2017mdedg",14.5166858273912,9.56956956956957,3202.01498369859,265
"266","2017mdowi",3397.03612051282,"2017mdowi",14.4470582066068,9.74974974974975,3055.25031018167,266
"267","2017melew",3983.117144375,"2017melew",10.7529983924784,5.62562562562563,3183.61142223949,267
"268","2017miann",3834.608674375,"2017miann",12.2991222868031,7.96796796796797,3772.51635695216,268
"269","2017mibro",2653.71571125,"2017mibro",11.7195611769675,6.88688688688689,2514.75058309264,269
"270","2017micen",2995.29500131579,"2017micen",10.5805935734373,6.40640640640641,2732.57514047607,270
"271","2017miesc",2634.50993141026,"2017miesc",9.33299118495584,4.94494494494494,2372.55135911455,271
"272","2017migay",3190.107134375,"2017migay",11.4836669288113,6.04604604604605,2885.74403752394,272
"273","2017migul",3376.992970625,"2017migul",7.40548706594321,3.34334334334334,2562.07307889215,273
"274","2017mihow",2971.3537474359,"2017mihow",16.0379959482103,12.032032032032,2967.97924676972,274
"275","2017mike2",3502.72695384615,"2017mike2",10.4104500788851,5.68568568568569,3236.48334334259,275
"276","2017miken",3424.2059525641,"2017miken",11.1243012164559,5.62562562562563,2758.94458784537,276
"277","2017miket",3343.01520131579,"2017miket",20.546660297984,20,3340.4498985023,277
"278","2017milak",2707.788263125,"2017milak",8.49229146315694,4.18418418418418,2374.25149733085,278
"279","2017milan",2524.910893125,"2017milan",8.44703564516067,4.08408408408408,2027.31495818951,279
"280","2017miliv",3447.74865670732,"2017miliv",10.5784138721465,5.52552552552553,2884.7626110594,280
"281","2017milsu",3399.57766282051,"2017milsu",13.6495400685062,7.50750750750751,3004.57242383144,281
"282","2017mimar",2866.834844375,"2017mimar",13.5583265748022,7.48748748748749,2408.61349902376,282
"283","2017mimid",2913.18540384615,"2017mimid",14.3998340870061,8.60860860860861,2852.780400034,283
"284","2017mishe",3276.358144375,"2017mishe",11.7508991926334,6.12612612612613,2917.99058839891,284
"285","2017misjo",3000.851384375,"2017misjo",14.2663324329653,11.5515515515516,2912.76898561792,285
"286","2017misou",3060.034034375,"2017misou",16.4074245403822,13.7137137137137,3088.65560897504,286
"287","2017mitry",2840.44316463415,"2017mitry",14.9015968494108,10.6106106106106,2614.35821271542,287
"288","2017mitvc",2983.62741538462,"2017mitvc",12.1449566048116,6.76676676676677,2643.5223620294,288
"289","2017miwat",2827.5495375,"2017miwat",12.7262827581141,7.46746746746747,2622.12339157872,289
"290","2017miwmi",3855.37172743902,"2017miwmi",10.4829336458243,5.70570570570571,3344.10757992659,290
"291","2017mndu",3233.61951845238,"2017mndu",18.3372962435354,3.94394394394394,2839.50399614296,291
"292","2017mndu2",3486.37398625,"2017mndu2",26.4172673197592,9.18918918918919,3477.85256986693,292
"293","2017mnmi",3981.93746369048,"2017mnmi",23.5976738090935,5.68568568568569,3498.28950282101,293
"294","2017mnmi2",4158.3322875,"2017mnmi2",16.2858026663138,3.1031031031031,3076.56630879197,294
"295","2017mokc",3631.28384666667,"2017mokc",17.1702572559939,4.96496496496496,3132.8320732375,295
"296","2017mosl",3450.67933103448,"2017mosl",16.5966163906062,6.76676676676677,3124.69334713825,296
"297","2017mxtl",2142.19408958333,"2017mxtl",18.0997748592411,9.80980980980981,1958.64497267206,297
"298","2017mxto",3443.12910307692,"2017mxto",14.7124674624872,7.34734734734735,2864.88542633316,298
"299","2017ncash",4704.5827537037,"2017ncash",14.5886690911555,8.70870870870871,3724.41838641303,299
"300","2017ncgre",2732.51098951613,"2017ncgre",7.98287534340607,3.92392392392392,2097.52099553678,300
"301","2017ncral",3496.43030606061,"2017ncral",11.9611282679947,6.70670670670671,2963.97511446751,301
"302","2017ncwin",3021.47386333333,"2017ncwin",12.1864262092213,8.08808808808809,2829.34802608742,302
"303","2017nhbed",2665.60111646341,"2017nhbed",11.8205749012301,6.44644644644645,2136.57639935067,303
"304","2017nhgrs",4182.56683333333,"2017nhgrs",12.4320900693152,6.12612612612613,3920.90440878683,304
"305","2017njbri",3130.36082432432,"2017njbri",7.46493712079274,3.44344344344344,2294.8342081516,305
"306","2017njfla",2812.73388175676,"2017njfla",15.1799511305243,11.6716716716717,2666.41821764904,306
"307","2017njski",2853.04055328947,"2017njski",11.655528483414,6.08608608608609,2386.61553776271,307
"308","2017njtab",3249.12940472973,"2017njtab",8.73727649149645,4.58458458458458,2717.30496691466,308
"309","2017nvlv",2947.80963521127,"2017nvlv",20.0767392602985,6.62662662662663,2567.13145455552,309
"310","2017nyli",3892.26889021739,"2017nyli",15.328490025748,5.62562562562563,3308.96620971299,310
"311","2017nyny",3757.191275,"2017nyny",16.6724866832986,7.14714714714715,3194.07413870283,311
"312","2017nyro",2849.14866280488,"2017nyro",15.23445685544,6.22622622622623,2714.5066550169,312
"313","2017nysu",4144.034195,"2017nysu",16.9041884732392,6.70670670670671,3492.46127782114,313
"314","2017nytr",3801.58872361111,"2017nytr",9.79887414016824,4.78478478478478,3349.08683587328,314
"315","2017ohcl",3358.44241888889,"2017ohcl",20.4685523776851,6.64664664664665,2888.98234675632,315
"316","2017ohsp",3128.88155632184,"2017ohsp",20.0576047080919,16.5765765765766,3061.4854125084,316
"317","2017okok",3287.72640243902,"2017okok",23.9341699693558,6.26626626626627,2887.4346994722,317
"318","2017onbar",3801.01498970588,"2017onbar",15.2062097258964,12.8328328328328,3683.41378744575,318
"319","2017onham",3160.78370654762,"2017onham",12.6001530203706,6.98698698698699,2704.38995360296,319
"320","2017onlon",3988.34474714286,"2017onlon",14.4375685187175,9.98998998998999,3564.02097540493,320
"321","2017onnob",3631.19706826923,"2017onnob",9.0249718063528,4.18418418418418,2763.01810836846,321
"322","2017onosh",3376.72232256098,"2017onosh",8.67970836183571,4.08408408408408,2987.30492442686,322
"323","2017onto1",3115.02200384615,"2017onto1",8.07039263033383,4.004004004004,2550.97522584899,323
"324","2017onto2",3549.68635833333,"2017onto2",7.31808670821625,3.46346346346346,2653.21598382517,324
"325","2017onwat",3645.23817419355,"2017onwat",12.2742122103958,6.88688688688689,3419.16803277678,325
"326","2017onwin",3035.5267625,"2017onwin",10.3064753492337,5.36536536536537,2573.82175575352,326
"327","2017orlak",3676.6076325,"2017orlak",13.2509193195888,7.36736736736737,3196.49864237978,327
"328","2017orore",3123.69545347222,"2017orore",10.2896968230712,5.68568568568569,2728.1121262743,328
"329","2017orwil",3103.866203125,"2017orwil",9.1618405306229,4.64464464464464,2747.8822516104,329
"330","2017paca",3486.98615833333,"2017paca",15.8941062106982,8.42842842842843,3209.11594973181,330
"331","2017pahat",3360.10250083333,"2017pahat",12.3929340923075,4.78478478478478,3032.3713634836,331
"332","2017paphi",3387.96392265625,"2017paphi",8.10558001092153,3.78378378378378,2582.77216468662,332
"333","2017pawch",3098.1334233871,"2017pawch",10.1663835363122,5.24524524524525,2752.65806258466,333
"334","2017qcmo",3816.31142676056,"2017qcmo",17.0408993998947,5.62562562562563,3252.99098184158,334
"335","2017ripro",2895.68806829268,"2017ripro",10.3458579245302,5.20520520520521,2292.0923046748,335
"336","2017scmb",2706.52497409639,"2017scmb",26.5883663365621,9.60960960960961,2720.18696388324,336
"337","2017tnkn",3687.8299275,"2017tnkn",16.9893180117865,6.90690690690691,3338.26526846145,337
"338","2017txda",3439.35679930556,"2017txda",19.476714021042,4.5045045045045,3198.79441367069,338
"339","2017txho",3645.47220507246,"2017txho",15.8307530943656,6.40640640640641,3303.47460779173,339
"340","2017txlu",3996.77082771084,"2017txlu",18.7615100295002,15.0750750750751,3744.55788177926,340
"341","2017txsa",3831.490758125,"2017txsa",12.9033362295158,4.12412412412412,2967.46536190343,341
"342","2017txwa",3659.20725,"2017txwa",10.9879182289749,4.88488488488488,2947.49206674335,342
"343","2017txwo",3570.20767459016,"2017txwo",14.9382708719403,7.64764764764765,3295.89878128932,343
"344","2017utwv",3347.950204375,"2017utwv",24.2698256978812,16.4164164164164,3250.05893256546,344
"345","2017vabla",2744.8854734375,"2017vabla",13.5700072557031,5.20520520520521,2394.00202741676,345
"346","2017vagle",3137.60128581081,"2017vagle",14.1222187470594,8.58858858858859,3003.80977779657,346
"347","2017vahay",2898.71693846154,"2017vahay",15.1168662605806,12.6726726726727,2910.02348424063,347
"348","2017vapor",3176.07186607143,"2017vapor",15.655646352068,11.1311311311311,2971.14797615398,348
"349","2017waahs",3750.83665285714,"2017waahs",11.6692487073428,6.34634634634635,3277.33566275641,349
"350","2017waamv",2773.127964375,"2017waamv",11.6741770907065,7.12712712712713,2535.15011489563,350
"351","2017waell",3303.45648157895,"2017waell",10.306545456521,5.10510510510511,2576.99982377174,351
"352","2017wamou",4171.45907410714,"2017wamou",12.4574481342647,7.40740740740741,3713.56221628512,352
"353","2017wasno",3411.4662425,"2017wasno",12.7323598290167,7.44744744744745,3021.30222222728,353
"354","2017waspo",2971.85458416667,"2017waspo",15.9527820252346,16.036036036036,2683.34439454273,354
"355","2017wila",3110.64428764706,"2017wila",14.2946674454691,5.10510510510511,2618.46856754382,355
"356","2017wimi",4076.45792555556,"2017wimi",16.4156804912881,5.88588588588589,3542.29888299696,356
"357","2018abca",15289.786105,"2018abca",15.9353989565426,12.4324324324324,8225.57632579401,357
"358","2018alhu",13679.158385443,"2018alhu",13.6854057989819,7.40740740740741,7409.98750098887,358
"359","2018arli",13394.4596701087,"2018arli",22.4529039192673,13.6936936936937,9425.95487375371,359
"360","2018ausc",13346.2181692308,"2018ausc",9.4505227599328,5.76576576576577,6545.93516798394,360
"361","2018ausp",14814.9993541667,"2018ausp",13.0507682918508,6.38638638638639,8849.83254576358,361
"362","2018azfl",13602.7720533333,"2018azfl",29.628947387498,20,8119.48341375973,362
"363","2018azpx",16469.5195363095,"2018azpx",10.100606169214,5.28528528528529,7758.81902417167,363
"364","2018bcvi",13935.4260008333,"2018bcvi",10.5847594940922,5.54554554554555,6374.25056808637,364
"365","2018caav",16639.5499717949,"2018caav",11.2107155347675,7.50750750750751,7549.9229573219,365
"366","2018cada",12409.0710011494,"2018cada",23.3010355372569,7.04704704704705,8112.16051013962,366
"367","2018cafr",14119.7444542553,"2018cafr",14.2836634033099,10.2702702702703,7562.10399807822,367
"368","2018cair",13717.0447793103,"2018cair",20.6710013777507,12.3123123123123,8405.48313367363,368
"369","2018capo",12938.2778395062,"2018capo",20.7647320054452,7.70770770770771,8002.27950198266,369
"370","2018casd",11875.7489965909,"2018casd",21.9572271476103,5.28528528528529,8038.71190184139,370
"371","2018casf",10598.9480451389,"2018casf",26.3237021520471,20,7484.6244542123,371
"372","2018casj",14162.5698505556,"2018casj",27.1615312297902,12.8928928928929,8566.50222641065,372
"373","2018cave",13291.587652381,"2018cave",12.6471011693289,9.44944944944945,8531.72102417884,373
"374","2018code",15495.0090291667,"2018code",12.8255015238991,6.54654654654655,6681.70674398955,374
"375","2018cthar",14319.4131432927,"2018cthar",13.0587415316376,7.84784784784785,8088.98895168425,375
"376","2018ctsct",15813.166855,"2018ctsct",14.5331714297005,12.5525525525526,7889.21580541415,376
"377","2018ctwat",15467.987234375,"2018ctwat",8.6665077034425,4.58458458458458,7762.90996256917,377
"378","2018flor",14483.7944662791,"2018flor",31.9933547097488,20,8343.93315375621,378
"379","2018flwp",16295.8504657609,"2018flwp",19.4366527347119,10.8508508508509,8581.41603600576,379
"380","2018gaalb",20458.7718288462,"2018gaalb",10.9831618526667,6.20620620620621,6921.64658931519,380
"381","2018gacol",20049.963455303,"2018gacol",7.79804125060811,3.52352352352352,6807.5023593412,381
"382","2018gadal",22474.3846736486,"2018gadal",8.8215853338493,4.76476476476476,8600.51203891365,382
"383","2018gadul",20240.5265790541,"2018gadul",11.8616922518799,6.04604604604605,9051.51303772065,383
"384","2018gagai",19977.785750625,"2018gagai",11.1630791808942,6.50650650650651,8057.86249593678,384
"385","2018gush",13217.9266375,"2018gush",6.72860588286958,3.64364364364364,6279.33230833525,385
"386","2018hiho",15408.0595209877,"2018hiho",11.0708993874423,9.72972972972973,8573.47928608603,386
"387","2018iacf",12138.2048532609,"2018iacf",24.9448765000175,15.6156156156156,6818.91313812549,387
"388","2018idbo",15314.9488201389,"2018idbo",11.9686432452376,5.62562562562563,7692.81090130539,388
"389","2018ilch",16227.2272605556,"2018ilch",20.1647713235252,10.3703703703704,8925.36876787521,389
"390","2018ilpe",14615.6857331081,"2018ilpe",11.801856666853,7.28728728728729,8173.30851943351,390
"391","2018inmis",13491.368261875,"2018inmis",17.995315091169,17.5175175175175,7087.79660381288,391
"392","2018inpla",16028.6694242857,"2018inpla",12.121668078473,7.34734734734735,7789.0327168863,392
"393","2018inwla",17811.0873486111,"2018inwla",10.2314137455207,5.14514514514515,8140.03842860974,393
"394","2018isde1",16397.0984777778,"2018isde1",14.9018142219645,9.12912912912913,7752.8446106115,394
"395","2018isde2",11615.8930030303,"2018isde2",14.8746622334641,8.06806806806807,8425.38476478739,395
"396","2018isde3",15032.1524144068,"2018isde3",15.2454912830073,8.68868868868869,7498.60285490203,396
"397","2018isde4",17331.2924442857,"2018isde4",11.86430977996,5.12512512512513,8373.45381131819,397
"398","2018lake",13355.9640289157,"2018lake",23.864586773178,12.3923923923924,6854.74581831554,398
"399","2018mabos",16525.5974767857,"2018mabos",10.4896430163059,5.24524524524525,7127.68481588027,399
"400","2018mabri",17268.824785625,"2018mabri",12.4570774258165,8.22822822822823,8890.44382386914,400
"401","2018marea",13663.211620625,"2018marea",12.9343843884969,10.1301301301301,7690.9750932185,401
"402","2018mawor",16240.8108378049,"2018mawor",10.659872997061,5.88588588588589,7124.43207956242,402
"403","2018mdedg",13928.9469697368,"2018mdedg",11.6291586062703,6.16616616616617,6944.29768409253,403
"404","2018mdoxo",13594.8142151316,"2018mdoxo",8.40915556304921,4.1041041041041,6046.45477532898,404
"405","2018melew",17948.554826875,"2018melew",19.9368491392964,15.7357357357357,8654.11911196199,405
"406","2018mialp",14880.27977125,"2018mialp",12.638608831572,7.28728728728729,8239.01333001674,406
"407","2018mibel",14910.0541353659,"2018mibel",14.8135083433468,9.12912912912913,7472.57703414504,407
"408","2018micen",19530.528954375,"2018micen",10.784911571085,6.50650650650651,8909.26628567297,408
"409","2018miesc",16766.6950269231,"2018miesc",18.5952229624426,19.6796796796797,6179.67141635523,409
"410","2018mifor",18640.2991307692,"2018mifor",11.7925699234424,6.12612612612613,8038.10285814857,410
"411","2018migay",17092.921164375,"2018migay",16.8772288032631,13.7737737737738,6971.54619217429,411
"412","2018migib",15996.7607493421,"2018migib",11.9651190156485,7.84784784784785,7353.4248832237,412
"413","2018migul",14335.16471875,"2018migul",13.4245206476145,9.36936936936937,7304.86014394123,413
"414","2018mike2",14503.3124397436,"2018mike2",12.3813173764942,7.30730730730731,7649.59085972367,414
"415","2018miken",17298.735776875,"2018miken",14.1523754379278,8.14814814814815,8155.72513299012,415
"416","2018miket",14267.2157019737,"2018miket",11.1651168061655,6.52652652652653,5942.15502686561,416
"417","2018milak",14455.76370375,"2018milak",12.8684736770207,6.94694694694695,6961.38945275299,417
"418","2018milan",14912.17202125,"2018milan",13.0776438152343,8.70870870870871,7523.51766226264,418
