"","key","pct_imp","lambda_opt","address","city","country","end_date","event_code","event_type","event_type_string","first_event_code","first_event_id","gmaps_place_id","gmaps_url","lat","lng","location_name","name","parent_event_key","playoff_type","playoff_type_string","postal_code","short_name","start_date","state_prov","timezone","website","week","year","abbreviation","display_name","key2","pridge_mse"
"671","2022caav",7.95432448502975,3.72372372372372,"3200 E Ave J 8","Lancaster","USA","2022-04-09","caav",0,"Regional","caav",NA,NA,NA,NA,NA,"Eastside High School","Aerospace Valley Regional",NA,0,NA,"93535","Aerospace Valley","2022-04-06","CA","America/Los_Angeles","https://cafirst.org/frc/aerospacevalley/",5,2022,NA,NA,NA,283.414455891844
"672","2022cada",4.9401097412429,1.58158158158158,"Corner of Orchard and LaRue","Davis","USA","2022-03-26","cada",0,"Regional","cada",NA,NA,NA,NA,NA,"UC Davis ARC Pavilion","Sacramento Regional",NA,0,NA,"95616","Sacramento","2022-03-23","CA","America/Los_Angeles","https://cafirst.org/frc/sacramento/",3,2022,NA,NA,NA,221.487628072806
"673","2022cafr",8.600902364285,6.04604604604605,"848 M Street","Fresno","USA","2022-04-02","cafr",0,"Regional","cafr",NA,NA,NA,NA,NA,"Fresno Convention & Entertainment Center","Central Valley Regional",NA,0,NA,"93721","Central Valley","2022-03-30","CA","America/Los_Angeles","https://cafirst.org/frc/centralvalley/",4,2022,NA,NA,NA,244.797499644786
"674","2022cala",6.98670845463028,2.28228228228228,"201 N Douglas Street","El Segundo","USA","2022-04-03","cala",0,"Regional","cala",NA,NA,NA,NA,NA,"Da Vinci Schools - Da Vinci Gymnasium","Los Angeles Regional",NA,0,NA,"90245","Los Angeles","2022-03-31","CA","America/Los_Angeles","https://cafirst.org/frc/losangeles/",4,2022,NA,NA,NA,221.021121540097
"675","2022camb",2.56559653677064,0.920920920920921,"2200 Noche Buena Street","Seaside","USA","2022-03-26","camb",0,"Regional","camb",NA,NA,NA,NA,NA,"Seaside High School","Monterey Bay Regional",NA,0,NA,"93955","Monterey Bay","2022-03-23","CA","America/Los_Angeles","https://cafirst.org/frc/montereybay/",3,2022,NA,NA,NA,165.885059333541
"676","2022caoc",5.63602678727359,1.86186186186186,"88 Fair Drive","Costa Mesa","USA","2022-03-12","caoc",0,"Regional","caoc",NA,NA,NA,NA,NA,"Orange County Fairgrounds","Orange County Regional",NA,0,NA,"92626","Orange County","2022-03-09","CA","America/Los_Angeles","https://cafirst.org/frc/orangecounty/",1,2022,NA,NA,NA,198.839280141139
"677","2022caph",2.82186049481161,1.04104104104104,"319 Ponoma Street","Port Hueneme","USA","2022-03-06","caph",0,"Regional","caph",NA,NA,NA,NA,NA,"Port of Hueneme","Hueneme Port Regional",NA,0,NA,NA,"Hueneme Port","2022-03-03","CA","America/Los_Angeles","https://cafirst.org/frc/hueneme/",0,2022,NA,NA,NA,161.652954986974
"678","2022casd",19.5201556285922,7.40740740740741,"2260 Jimmy Durante Blvd","Del Mar","USA","2022-03-20","casd",0,"Regional","casd",NA,NA,NA,NA,NA,"Del Mar Fairgrounds Arena Complex","San Diego Regional presented by Qualcomm",NA,0,NA,"92014","San Diego","2022-03-17","CA","America/Los_Angeles","https://cafirst.org/frc/sandiego/",2,2022,NA,NA,NA,154.618719587102
"679","2022casf",4.55400791084929,1.84184184184184,"2001 37th Avenue","San Francisco","USA","2022-03-20","casf",0,"Regional","casf",NA,NA,NA,NA,NA,"St. Ignatius College Preparatory","San Francisco Regional",NA,0,NA,"94116","San Francisco","2022-03-17","CA","America/Los_Angeles","https://cafirst.org/frc/sanfrancisco/",2,2022,NA,NA,NA,143.217879122323
"680","2022casj",19.7248657477991,5.62562562562563,"290 South 7th Street","San Jose","USA","2022-04-10","casj",0,"Regional","casj",NA,NA,NA,NA,NA,"San Jose State University - The Event Center","Silicon Valley Regional",NA,0,NA,"95112","Silicon Valley","2022-04-07","CA","America/Los_Angeles","https://cafirst.org/frc/siliconvalley/",5,2022,NA,NA,NA,218.616392207253
"681","2022cave",10.3891294816726,4.62462462462462,"319 Ponoma Street","Port Hueneme","USA","2022-03-12","cave",0,"Regional","cave",NA,NA,NA,NA,NA,"Port of Hueneme","Ventura County Regional",NA,0,NA,NA,"Ventura County","2022-03-09","CA","America/Los_Angeles","https://cafirst.org/frc/ventura/",1,2022,NA,NA,NA,178.629230515392
"682","2022code",3.90461109392386,1.84184184184184,"2201 East Asbury Ave","Denver","USA","2022-03-26","code",0,"Regional","code",NA,NA,NA,NA,NA,"University of Denver - Daniel L. Ritchie Center","Colorado Regional",NA,0,NA,"80210","Colorado","2022-03-23","CO","America/Denver","https://coloradofirst.org",3,2022,NA,NA,NA,127.92358924142
"683","2022cthar",4.44217955796327,1.8018018018018,"55 Forest St","Hartford","USA","2022-04-10","cthar",1,"District","cthar",NA,NA,NA,NA,NA,"Hartford Public High School","NE District Hartford Event",NA,0,NA,NA,"Hartford","2022-04-08","CT","America/New_York","http://www.nefirst.org/",5,2022,"ne","New England","2022ne",172.567420161798
"684","2022ctwat",7.54225174809856,3.4034034034034,"460 Buck Hill Road","Waterbury","USA","2022-03-13","ctwat",1,"District","ctwat",NA,NA,NA,NA,NA,"Wilby High School","NE District Waterbury Event",NA,0,NA,"06704","Waterbury","2022-03-11","CT","America/New_York","http://www.nefirst.org/",1,2022,"ne","New England","2022ne",122.941531773535
"685","2022dc305",7.84631042201962,2.7027027027027,"800 Euclid St NW","Washington","USA","2022-03-05","dc305",1,"District","dc305",NA,NA,NA,NA,NA,"Old Banneker High School","CHS District Greater DC Event #1 Day 1",NA,2,"Elimination Bracket (4 Alliances)",NA,"Greater DC #1 Day 1","2022-03-05","DC","America/New_York","https://www.firstchesapeake.org/",0,2022,"chs","FIRST Chesapeake","2022chs",108.574098869352
"686","2022dc306",13.1201047621794,6.00600600600601,"800 Euclid St NW","Washington","USA","2022-03-06","dc306",1,"District","dc306",NA,NA,NA,NA,NA,"Old Banneker High School","CHS District Greater DC Event #1 Day 2",NA,2,"Elimination Bracket (4 Alliances)",NA,"Greater DC #1 Day 2","2022-03-06","DC","America/New_York","https://www.firstchesapeake.org/",0,2022,"chs","FIRST Chesapeake","2022chs",195.258030459925
"687","2022dc312",15.831535294014,6.66666666666667,"800 Euclid St NW","Washington","USA","2022-03-12","dc312",1,"District","dc312",NA,NA,NA,NA,NA,"Old Banneker High School","CHS District Greater DC Event #2 Day 1",NA,2,"Elimination Bracket (4 Alliances)",NA,"Greater DC #2 Day 1","2022-03-12","DC","America/New_York","https://www.firstchesapeake.org/",1,2022,"chs","FIRST Chesapeake","2022chs",117.066152937367
"688","2022dc313",16.09142146799,7.26726726726727,"800 Euclid St NW","Washington","USA","2022-03-13","dc313",1,"District","dc313",NA,NA,NA,NA,NA,"Old Banneker High School","CHS District Greater DC Event #2 Day 2",NA,2,"Elimination Bracket (4 Alliances)",NA,"Greater DC #2 Day 2","2022-03-13","DC","America/New_York","https://www.firstchesapeake.org/",1,2022,"chs","FIRST Chesapeake","2022chs",137.145954291284
"689","2022dc319",12.6168470706147,4.04404404404404,"800 Euclid St NW","Washington","USA","2022-03-19","dc319",1,"District","dc319",NA,NA,NA,NA,NA,"Old Banneker High School","CHS District Greater DC Event #4 Day 1",NA,2,"Elimination Bracket (4 Alliances)",NA,"Greater DC #4 Day 1","2022-03-19","DC","America/New_York","https://www.firstchesapeake.org/",2,2022,"chs","FIRST Chesapeake","2022chs",124.20589057173
"690","2022dc320",13.2490177843301,4.52452452452452,"800 Euclid St NW","Washington","USA","2022-03-20","dc320",1,"District","dc320",NA,NA,NA,NA,NA,"Old Banneker High School","CHS District Greater DC Event #4 Day 2",NA,2,"Elimination Bracket (4 Alliances)",NA,"Greater DC #4 Day 2","2022-03-20","DC","America/New_York","https://www.firstchesapeake.org/",2,2022,"chs","FIRST Chesapeake","2022chs",180.28046042963
"691","2022dc326",16.0574316962059,6.30630630630631,"800 Euclid St NW","Washington","USA","2022-03-26","dc326",1,"District","dc326",NA,NA,NA,NA,NA,"Old Banneker High School","CHS District Greater DC Event #3 Day 1",NA,2,"Elimination Bracket (4 Alliances)",NA,"Greater DC #3 Day 1","2022-03-26","DC","America/New_York","https://www.firstchesapeake.org/",3,2022,"chs","FIRST Chesapeake","2022chs",176.89659942934
"692","2022dc327",15.6978588717698,5.24524524524525,"800 Euclid St NW","Washington","USA","2022-03-27","dc327",1,"District","dc327",NA,NA,NA,NA,NA,"Old Banneker High School","CHS District Greater DC Event #3 Day 2",NA,2,"Elimination Bracket (4 Alliances)",NA,"Greater DC #3 Day 2","2022-03-27","DC","America/New_York","https://www.firstchesapeake.org/",3,2022,"chs","FIRST Chesapeake","2022chs",176.352763883819
"693","2022flor",13.5031192496363,3.36336336336336,"12777 Gemini Blvd N","Orlando","USA","2022-03-12","flor",0,"Regional","flor",NA,NA,NA,NA,NA,"Addition Financial Arena at the University of Central Florida","Orlando Regional",NA,0,NA,"32816","Orlando","2022-03-09","FL","America/New_York","http://orlandofrc.org",1,2022,NA,NA,NA,156.218297178704
"694","2022flta",8.89035912831331,4.58458458458458,"Florida A&M University 1800 Wahnish Way","Tallahassee","USA","2022-03-19","flta",0,"Regional","flta",NA,NA,NA,NA,NA,"The Lawson Center","Tallahassee Regional",NA,0,NA,"32310","Tallahassee","2022-03-16","FL","America/New_York",NA,2,2022,NA,NA,NA,171.831031958985
"695","2022flwp",4.54463079904297,1.86186186186186,"650 Okeechobee Blvd","West Palm Beach","USA","2022-03-05","flwp",0,"Regional","flwp",NA,NA,NA,NA,NA,"Palm Beach Convention Center","South Florida Regional",NA,0,NA,"33401","South Florida","2022-03-02","FL","America/New_York","http://soflofrc.firstinflorida.org/",0,2022,NA,NA,NA,132.809614190988
"696","2022gaalb",5.16931706490981,2.04204204204204,"100 W. Oglethorpe Blvd","Albany","USA","2022-04-02","gaalb",1,"District","gaalb",NA,NA,NA,NA,NA,"Albany Civic Center","PCH District Albany Event",NA,0,NA,"31701","Albany","2022-03-31","GA","America/New_York","http://www.gafirst.org",4,2022,"pch","Peachtree","2022pch",112.742972066649
"697","2022gacar",4.1340739658847,1.6016016016016,"1601 Maple Street","Carrollton","USA","2022-03-26","gacar",1,"District","gacar",NA,NA,NA,NA,NA,"University of West Georgia - Coliseum","PCH District Carrollton Event",NA,0,NA,"30117","Carrollton","2022-03-24","GA","America/New_York","http://gafirst.org/",3,2022,"pch","Peachtree","2022pch",149.763414816902
"698","2022gacol",2.43412475414821,1.52152152152152,"4225 University Avenue","Columbus","USA","2022-03-19","gacol",1,"District","gacol",NA,NA,NA,NA,NA,"Columbus State University - Lumpkin Center","PCH District Columbus Event",NA,0,NA,"31907","Columbus","2022-03-17","GA","America/New_York","http://www.gafirst.org",2,2022,"pch","Peachtree","2022pch",90.1098189279183
"699","2022gadal",5.88212165792468,2.002002002002,"2211 Tony Ingle Parkway","Dalton","USA","2022-03-12","gadal",1,"District","gadal",NA,NA,NA,NA,NA,"Dalton Convention Center","PCH District Dalton Event",NA,0,NA,"30720","Dalton","2022-03-10","GA","America/New_York","http://www.gafirst.org",1,2022,"pch","Peachtree","2022pch",123.615216936183
"700","2022iacf",7.88556541654437,2.88288288288288,"2501 Hudson Road","Cedar Falls","USA","2022-03-26","iacf",0,"Regional","iacf",NA,NA,NA,NA,NA,"McLeod Center/UNI Dome","Iowa Regional",NA,0,NA,"50614","Iowa","2022-03-23","IA","America/Chicago","http://iafirst.org/",3,2022,NA,NA,NA,138.51083484578
"701","2022idbo",6.32630487108514,2.76276276276276,"16200 Idaho Center Blvd","Nampa","USA","2022-04-02","idbo",0,"Regional","idbo",NA,NA,NA,NA,NA,"Ford Idaho Center","Idaho Regional",NA,0,NA,"83687","Idaho","2022-03-30","ID","America/Boise","https://idahofrcregional.org/",4,2022,NA,NA,NA,201.361822096282
"702","2022ilch",11.7227835235988,3.76376376376376,"University of Illinois, Chicago 525 S. Racine Ave","Chicago","USA","2022-04-09","ilch",0,"Regional","ilch",NA,NA,NA,NA,NA,"Credit Union 1 Arena","Midwest Regional",NA,0,NA,"60607","Midwest","2022-04-06","IL","America/Chicago","https://www.firstillinoisrobotics.org/frc/events/midwest-regional/",5,2022,NA,NA,NA,201.514815130129
"703","2022ilpe",4.51784700115827,1.4014014014014,"1600 W. Main Street","Peoria","USA","2022-03-19","ilpe",0,"Regional","ilpe",NA,NA,NA,NA,NA,"Renaissance Coliseum - Bradley University","Central Illinois Regional",NA,0,NA,"61625","Central Illinois","2022-03-16","IL","America/Chicago","http://www.firstillinoisrobotics.org/frc/events/central-illinois-regional/",2,2022,NA,NA,NA,176.670525284541
"704","2022incol",6.01203884969322,2.66266266266266,"230 S Marr Road","Columbus","USA","2022-03-20","incol",1,"District","incol",NA,NA,NA,NA,NA,"Columbus East High School","FIN District Columbus Event presented by Toyota",NA,0,NA,"47201","Columbus","2022-03-18","IN","America/Indiana/Indianapolis","https://www.firstindianarobotics.org/",2,2022,"fin","FIRST Indiana Robotics","2022fin",158.562773251636
"705","2022inkok",6.57871816266055,3.003003003003,"3431 County Rd N 400 W","Kokomo","USA","2022-03-06","inkok",1,"District","inkok",NA,NA,NA,NA,NA,"Northwestern High School","FIN District Kokomo Event presented by AndyMark",NA,0,NA,"46901","Kokomo","2022-03-04","IN","America/Indiana/Indianapolis","https://www.firstindianarobotics.org/",0,2022,"fin","FIRST Indiana Robotics","2022fin",164.949313459075
"706","2022inwla",5.63478820928247,2.32232232232232,"1801 S. 18th Street","Lafayette","USA","2022-03-26","inwla",1,"District","inwla",NA,NA,NA,NA,NA,"Jefferson High School","FIN District Tippecanoe Event",NA,0,NA,"47905","Tippecanoe","2022-03-24","IN","America/Indiana/Indianapolis","https://www.firstindianarobotics.org/",3,2022,"fin","FIRST Indiana Robotics","2022fin",155.32913663422
"707","2022isde1",7.21389136139631,3.38338338338338,"Ha-Palmakh St 2","Ra'anana","Israel","2022-03-08","isde1",1,"District","isde1",NA,NA,NA,NA,NA,"Metro West High School","ISR District Event #1",NA,0,NA,NA,"ISR #1","2022-03-06","HA","Asia/Jerusalem","http://firstisrael.org.il",0,2022,"isr","FIRST Israel","2022isr",261.076057507011
"708","2022isde2",7.71577178177947,3.68368368368368,"Ha-Palmakh St 2","Ra'anana","Israel","2022-03-10","isde2",1,"District","isde2",NA,NA,NA,NA,NA,"Metro West High School","ISR District Event #2",NA,0,NA,NA,"ISR #2","2022-03-08","HA","Asia/Jerusalem","http://firstisrael.org.il",1,2022,"isr","FIRST Israel","2022isr",215.56576754064
"709","2022isde3",5.92929979124085,2.62262262262262,"Ha-Palmakh St 2","Ra'anana","Israel","2022-03-22","isde3",1,"District","isde3",NA,NA,NA,NA,NA,"Metro West High School","ISR District Event #3",NA,0,NA,NA,"ISR #3","2022-03-20","TA","Asia/Jerusalem","http://firstisrael.org.il",2,2022,"isr","FIRST Israel","2022isr",349.191965862135
"710","2022isde4",13.0696565635697,8.00800800800801,"Ha-Palmakh St 2","Ra'anana","Israel","2022-03-24","isde4",1,"District","isde4",NA,NA,NA,NA,NA,"Metro West High School","ISR District Event #4",NA,0,NA,NA,"ISR #4","2022-03-22","TA","Asia/Jerusalem","http://firstisrael.org.il",3,2022,"isr","FIRST Israel","2022isr",192.420218548526
"711","2022ksla",3.73871059720693,1.38138138138138,"1640 E 151st Street","Olathe","USA","2022-03-19","ksla",0,"Regional","ksla",NA,NA,NA,NA,NA,"Olathe South High School","Heartland Regional",NA,0,NA,"66062","Heartland","2022-03-16","KS","America/Chicago","http://www.kcfirst.org",2,2022,NA,NA,NA,173.835518195256
"712","2022lake",6.0314112761509,2.02202202202202,"4545 Williams Blvd","Kenner","USA","2022-04-02","lake",0,"Regional","lake",NA,NA,NA,NA,NA,"Pontchartrain Center","Bayou Regional presented by Entergy",NA,0,NA,"70065","Bayou","2022-03-30","LA","America/Chicago","http://www.frcbayouregional.org",4,2022,NA,NA,NA,164.235597090719
"713","2022mabos",12.4052694063964,6.88688688688689,"101 School Street","Revere","USA","2022-03-27","mabos",1,"District","mabos",NA,NA,NA,NA,NA,"Revere High School","NE District Greater Boston Event",NA,0,NA,"02151","Greater Boston","2022-03-25","MA","America/New_York","http://www.nefirst.org/",3,2022,"ne","New England","2022ne",180.268387553184
"714","2022macma",6.8222670650509,3.04304304304304,"64 Holden Street","Shrewsbury","USA","2022-03-27","macma",1,"District","macma",NA,NA,NA,NA,NA,"Shrewsbury High School","NE District Central Mass Event",NA,0,NA,"01545","Central Mass","2022-03-25","MA","America/New_York","https://nefirst.org/",3,2022,"ne","New England","2022ne",166.91260534881
"715","2022marea",6.29832376011115,2.72272272272272,"62 Oakland Road","Reading","USA","2022-03-20","marea",1,"District","marea",NA,NA,NA,NA,NA,"Reading Memorial High School","NE District North Shore Event",NA,0,NA,"01867","North Shore","2022-03-18","MA","America/New_York","http://www.nefirst.org/",2,2022,"ne","New England","2022ne",204.775831135596
"716","2022mawne",6.28669735048223,2.74274274274274,"1215 Wilbraham Road","Springfield","USA","2022-03-20","mawne",1,"District","mawne",NA,NA,NA,NA,NA,"Western New England University","NE District Western NE Event",NA,0,NA,"01119","Western NE","2022-03-18","MA","America/New_York","https://nefirst.org/",2,2022,"ne","New England","2022ne",172.588129010417
"717","2022mawor",9.4063656323125,4.62462462462462,"100 Institute Road","Worcester","USA","2022-04-10","mawor",1,"District","mawor",NA,NA,NA,NA,NA,"Worcester Polytechnic Institute","NE District WPI Event",NA,0,NA,"01609","WPI","2022-04-08","MA","America/New_York","https://nefirst.org/",5,2022,"ne","New England","2022ne",191.812982922658
"718","2022melew",3.77314997250683,1.56156156156156,"180 W River Road","Waterville","USA","2022-03-13","melew",1,"District","melew",NA,NA,NA,NA,NA,"Thomas College","NE District Pine Tree Event",NA,0,NA,"04901","Pine Tree","2022-03-11","ME","America/New_York","http://www.nefirst.org/",1,2022,"ne","New England","2022ne",132.385101438906
"719","2022mibel",5.71027312025675,2.4024024024024,"501 W Columbia Avenue","Belleville","USA","2022-03-26","mibel",1,"District","mibel",NA,NA,NA,NA,NA,"Belleville High School","FIM District Belleville Event",NA,0,NA,"48111","Belleville","2022-03-24","MI","America/Detroit","http://www.firstinmichigan.org",3,2022,"fim","FIRST in Michigan","2022fim",141.00164956653
"720","2022midet",6.77420168223925,3.003003003003,"2501 2nd Ave","Detroit","USA","2022-03-05","midet",1,"District","midet",NA,NA,NA,NA,NA,"Cass Tech High School","FIM District Detroit Event",NA,0,NA,"48201","Detroit","2022-03-03","MI","America/Detroit","http://www.firstinmichigan.org",0,2022,"fim","FIRST in Michigan","2022fim",93.5262473641841
"721","2022miesc",9.25614114935911,4.74474474474474,"500 S. Lincoln Rd","Escanaba","USA","2022-03-19","miesc",1,"District","miesc",NA,NA,NA,NA,NA,"Escanaba High School","FIM District Escanaba Event",NA,0,NA,"49829","Escanaba","2022-03-17","MI","America/Detroit","https://www.firstinmichigan.org/",2,2022,"fim","FIRST in Michigan","2022fim",122.973679289548
"722","2022mifor",4.34674788240543,1.72172172172172,"3201 Burton Street","Grand Rapids","USA","2022-03-05","mifor",1,"District","mifor",NA,NA,NA,NA,NA,"Calvin University","FIM District Calvin University Event",NA,0,NA,"49546","Calvin University","2022-03-03","MI","America/Detroit","http://www.firstinmichigan.org",0,2022,"fim","FIRST in Michigan","2022fim",126.741461186582
"723","2022migul",9.82943056904213,5.12512512512513,"7753 N. 34th Street","Richland","USA","2022-03-12","migul",1,"District","migul",NA,NA,NA,NA,NA,"Gull Lake High School","FIM District Gull Lake Event presented by Parker Hannifin",NA,0,NA,"49083","Gull Lake","2022-03-10","MI","America/Detroit","http://www.firstinmichigan.org/",1,2022,"fim","FIRST in Michigan","2022fim",157.170592562722
"724","2022mijac",7.49543595949379,3.26326326326326,"106 E Main Street","Spring Arbor","USA","2022-04-09","mijac",1,"District","mijac",NA,NA,NA,NA,NA,"Spring Arbor University","FIM District Jackson Event presented by Spring Arbor and Consumers",NA,0,NA,"49283","Jackson","2022-04-07","MI","America/Detroit","https://www.firstinmichigan.org/",5,2022,"fim","FIRST in Michigan","2022fim",183.172978157866
"725","2022mike2",4.14027485487863,1.64164164164164,"1700 University Avenue Recreation Center","Flint","USA","2022-03-12","mike2",1,"District","mike2",NA,NA,NA,NA,NA,"Kettering University","FIM District Kettering University Event #2 presented by Ford",NA,0,NA,"48504","Kettering University #2 presented by Ford","2022-03-10","MI","America/Detroit","http://www.firstinmichigan.org",1,2022,"fim","FIRST in Michigan","2022fim",112.527227395104
"726","2022miken",7.49884923732402,3.38338338338338,"6230 Kalamazoo Avenue SE","Kentwood","USA","2022-04-02","miken",1,"District","miken",NA,NA,NA,NA,NA,"East Kentwood High School","FIM District Kentwood Event presented by Dematic",NA,0,NA,"49508","Kentwood","2022-03-31","MI","America/Detroit","http://www.firstinmichigan.org",4,2022,"fim","FIRST in Michigan","2022fim",150.697382542519
"727","2022miket",3.94874456743246,1.54154154154154,"1700 University Avenue Recreation Center","Flint","USA","2022-03-05","miket",1,"District","miket",NA,NA,NA,NA,NA,"Kettering University","FIM District Kettering University Event #1",NA,0,NA,"48504","Kettering University #1","2022-03-03","MI","America/Detroit","http://www.firstinmichigan.org",0,2022,"fim","FIRST in Michigan","2022fim",113.911060238589
"728","2022mikng",5.67186218965873,2.36236236236236,"431 Hamilton Avenue","Kingsford","USA","2022-04-09","mikng",1,"District","mikng",NA,NA,NA,NA,NA,"Kingsford High School","FIM District Kingsford Event",NA,0,NA,"49802","Kingsford","2022-04-07","MI","America/Chicago","http://www.firstinmichigan.org",5,2022,"fim","FIRST in Michigan","2022fim",134.100369100179
"729","2022milak",6.7891190603272,3.08308308308308,"15060 Helmer Rd S","Battle Creek","USA","2022-04-02","milak",1,"District","milak",NA,NA,NA,NA,NA,"Lakeview High School","FIM District Lakeview Event",NA,0,NA,"49015","Lakeview","2022-03-31","MI","America/Detroit","http://www.firstinmichigan.org",4,2022,"fim","FIRST in Michigan","2022fim",167.659355847475
"730","2022milan",4.48225724321848,1.8018018018018,"1001 S. Barns Street","Mason","USA","2022-03-26","milan",1,"District","milan",NA,NA,NA,NA,NA,"Mason High School","FIM District Lansing Event",NA,0,NA,"48854","Lansing","2022-03-24","MI","America/Detroit","http://www.firstinmichigan.org",3,2022,"fim","FIRST in Michigan","2022fim",134.559558102634
"731","2022miliv",4.79314498997651,1.94194194194194,"8900 Newburgh Road","Livonia","USA","2022-03-19","miliv",1,"District","miliv",NA,NA,NA,NA,NA,"Churchill High School","FIM District Livonia Event presented by Aisin",NA,0,NA,"48150","Livonia","2022-03-17","MI","America/Detroit","http://www.firstinmichigan.org",2,2022,"fim","FIRST in Michigan","2022fim",84.2997199193809
"732","2022mimcc",10.6648615411583,5.56556556556557,"14500 Twelve Mile Rd","Warren","USA","2022-04-02","mimcc",1,"District","mimcc",NA,NA,NA,NA,NA,"Macomb Community College Sports and Expo Center","FIM District Macomb Community College Event presented by DTE Foundation",NA,0,NA,"48088","Macomb Community College","2022-03-31","MI","America/Detroit","https://www.firstinmichigan.org/",4,2022,"fim","FIRST in Michigan","2022fim",221.77115636276
"733","2022mimid",12.3014347775361,7.58758758758759,"3901 N. Saginaw Road","Midland","USA","2022-03-26","mimid",1,"District","mimid",NA,NA,NA,NA,NA,"H.H. Dow High School","FIM District Midland Event presented by Dow",NA,0,NA,"48640","Midland","2022-03-24","MI","America/Detroit","http://www.firstinmichigan.org",3,2022,"fim","FIRST in Michigan","2022fim",132.82057124483
"734","2022mimil",11.1092593727055,6.24624624624625,"2380 S Milford Road","Milford","USA","2022-03-12","mimil",1,"District","mimil",NA,NA,NA,NA,NA,"Milford High School","FIM District Milford Event presented by GM Proving Grounds",NA,0,NA,"48380","Milford","2022-03-10","MI","America/Detroit","http://www.firstinmichigan.org",1,2022,"fim","FIRST in Michigan","2022fim",222.317000107564
"735","2022mimus",9.068353724818,4.46446446446446,"16 N Quarterline Road","Muskegon","USA","2022-03-19","mimus",1,"District","mimus",NA,NA,NA,NA,NA,"Orchard View High School","FIM District Muskegon Event presented by Renk",NA,0,NA,"49442","Muskegon","2022-03-17","MI","America/Detroit","http://www.firstinmichigan.org",2,2022,"fim","FIRST in Michigan","2022fim",134.257259965061
"736","2022miroc",6.91657410103561,3.12312312312312,"6755 Sheldon Road","Rochester","USA","2022-03-12","miroc",1,"District","miroc",NA,NA,NA,NA,NA,"Stoney Creek High School","FIM District Rochester Event presented by Aptiv",NA,0,NA,"48306","Rochester","2022-03-10","MI","America/Detroit","https://www.firstinmichigan.org/",1,2022,"fim","FIRST in Michigan","2022fim",220.751678712421
"737","2022misal",5.92982703669774,2.52252252252252,"1300 Campus Parkway","Saline","USA","2022-03-27","misal",1,"District","misal",NA,NA,NA,NA,NA,"Saline High School","FIM District Saline Event presented by DTE",NA,0,NA,"48108","Saline","2022-03-25","MI","America/Detroit","https://www.firstinmichigan.org/",3,2022,"fim","FIRST in Michigan","2022fim",142.459938495149
"738","2022misjo",5.665151919489,2.36236236236236,"2521 Stadium Drive","St. Joseph","USA","2022-03-12","misjo",1,"District","misjo",NA,NA,NA,NA,NA,"St. Joseph High School","FIM District St. Joseph Event presented by Whirlpool",NA,0,NA,"49085","St. Joseph","2022-03-10","MI","America/Detroit","http://www.firstinmichigan.org",1,2022,"fim","FIRST in Michigan","2022fim",90.31996652657
"739","2022mitry",6.04984310333248,2.5025025025025,"4333 John R Road","Troy","USA","2022-04-02","mitry",1,"District","mitry",NA,NA,NA,NA,NA,"Troy Athens High School","FIM District Troy Event presented by Magna",NA,0,NA,"48085","Troy","2022-03-31","MI","America/Detroit","http://www.firstinmichigan.org",4,2022,"fim","FIRST in Michigan","2022fim",236.51251189841
"740","2022mitvc",8.77143921575128,4.32432432432432,"5376 N Long Lake Rd","Traverse City","USA","2022-04-09","mitvc",1,"District","mitvc",NA,NA,NA,NA,NA,"Traverse City West Senior High School","FIM District Traverse City Event",NA,0,NA,"49685","Traverse City","2022-04-07","MI","America/Detroit","http://www.firstinmichigan.org",5,2022,"fim","FIRST in Michigan","2022fim",99.3106841813405
"741","2022miwal",6.96735804167231,2.94294294294294,"1600 Oakley Park Rd","Commerce","USA","2022-04-10","miwal",1,"District","miwal",NA,NA,NA,NA,NA,"Walled Lake Central High School","FIM District Walled Lake Event presented by Magna",NA,0,NA,"48390","Walled Lake","2022-04-08","MI","America/Detroit","https://www.firstinmichigan.org/",5,2022,"fim","FIRST in Michigan","2022fim",144.075704987486
"742","2022miwmi",5.91607335702585,2.56256256256256,"Field House 10915 S Campus Drive","Allendale","USA","2022-03-26","miwmi",1,"District","miwmi",NA,NA,NA,NA,NA,"Grand Valley State University","FIM District West Michigan Event",NA,0,NA,"49401","West Michigan","2022-03-24","MI","America/Detroit","http://www.firstinmichigan.org",3,2022,"fim","FIRST in Michigan","2022fim",137.942816872539
"743","2022miwoo",5.24295123718427,2.26226226226226,"24787 Van Horn Rd","Brownstown","USA","2022-04-10","miwoo",1,"District","miwoo",NA,NA,NA,NA,NA,"Woodhaven High School","FIM District Woodhaven Event presented by Ford",NA,0,NA,"48134","Woodhaven","2022-04-08","MI","America/Detroit","https://www.firstinmichigan.org/",5,2022,"fim","FIRST in Michigan","2022fim",86.7967636805936
"744","2022mndu",19.4614325527231,6.06606606606607,"Duluth Entertainment Convention Center 350 Harbor Drive","Duluth","USA","2022-03-05","mndu",0,"Regional","mndu",NA,NA,NA,NA,NA,"DECC Arena/South Pioneer Hall","Lake Superior Regional",NA,0,NA,"55802","Lake Superior","2022-03-02","MN","America/Chicago","http://www.mnfirst.org",0,2022,NA,NA,NA,170.640808741445
